Title,Company,Location,Date_Posted,Description,Link,Level
"Analista de Dados Pleno – Governança, Risco e Compliance (GRC)",Serasa Experian,"São Paulo, São Paulo, Brazil",2025-11-17,"Company DescriptionA Serasa Experian é a primeira e a maior Datatech do Brasil. Líder em soluções de inteligência para análise de riscos e oportunidades, com foco nas jornadas de crédito, autenticação e prevenção à fraude. Com tecnologia de ponta, inovação e os melhores talentos, transforma a incerteza do risco na melhor decisão, ajudando pessoas a realizarem seus sonhos e empresas de todos os portes e segmentos a prosperarem.Temos 22.000 pessoas operando em 32 países e a cada dia estamos investindo em novas tecnologias, profissionais talentosos e inovação para ajudar todos os clientes a maximizarem cada oportunidade. Com sede corporativa em Dublin, Irlanda, a Experian está listada na Bolsa de Valores de Londres (EXPN) e compõe o índice FTSE 100.Job DescriptionEstamos em busca de um(a) Analista de Dados Pleno para integrar a área de Governança e Projetos Estratégicos, com foco em dados aplicados a Governança, Risco e Compliance (GRC).Você será responsável por aplicar técnicas de análise de dados para apoiar a gestão de riscos, garantir a conformidade com normas e regulamentações, e fortalecer os processos de governança corporativa.Principais ResponsabilidadesDesenvolver e otimizar dashboards e relatórios analíticos para apoiar a liderança na tomada de decisões estratégicas.Identificar e analisar riscos associados a não conformidades, usando dados para quantificar e monitorar esses riscos.Garantir a qualidade, integridade e segurança dos dados, assegurando que eles estejam corretos, padronizados e disponíveis para as áreas certas.Criar relatórios e monitorar KPIs sobre a situação de conformidade e riscos para acompanhamento de resultados.Monitorar o cumprimento de políticas internas, propondo ações corretivas com base em dados.Construir uma relação colaborativa com diferentes stakeholders, compreendendo suas necessidades e desafios, e propondo soluções baseadas em dados que gerem valor e apoiem a tomada de decisão.QualificationsGraduação em Estatística, Matemática, Engenharia, Administração ou áreas correlatas.Experiência de 2 a 4 anos com análise de dados, identificando padrões e transformando informações em insights relevantes para o negócio.Domínio de ferramentas de BI (Power BI, Tableau, etc.) e linguagem SQL.Inglês intermediário (leitura e escrita para reports globais).Capacidade de comunicar resultados de forma clara e objetiva, adaptando a linguagem para públicos técnicos e não técnicos.Facilidade em aprender novas ferramentas e tecnologias, com foco contínuo no desenvolvimento profissional.DiferencialExperiência em empresas de serviços, com atuação no B2B e/ou B2C.Experiência com análise de dados aplicada a GRC, com autonomia e visão estratégica.Additional InformationA Serasa Experian é muito mais do que você imagina. Com o propósito de criar um futuro melhor, ampliando oportunidades para pessoas e empresas, no Brasil somos mais de 4 mil pessoas que atuam em diversos times e especialidades. Aqui, cada conhecimento e diversidade se complementa e você pode trabalhar no que mais ama, estamos comprometidos a construir uma cultura inclusiva e um ambiente no qual pessoas possam equilibrar a carreira com seus compromissos e interesses pessoais, prezando pelo bem-estar.A gente se dedica muito em ser uma das melhores e mais inovadoras empresas para se trabalhar do país, possibilitando experiências e carreiras incríveis para nossas pessoas. Nossa forte abordagem de pessoas em primeiro lugar é reconhecida externamente por meio de diversas certificações de mercado: fomos premiados pelo Great Place To Work™ em 24 países e pela certificação internacional Top Employers, além de sermos reconhecidos como uma das melhores empresas para jovens profissionais e contarmos com uma avaliação de 4,6 no Glassdoor. Cada reconhecimento nos indica que estamos no caminho certo, proporcionando um ambiente de trabalho cada vez melhor para nossos talentos.Experian Careers - Creating a better tomorrow togetherFind out what its like to work for Experian by clicking here",https://br.linkedin.com/jobs/view/analista-de-dados-pleno-%E2%80%93-governan%C3%A7a-risco-e-compliance-grc-at-serasa-experian-4336592962?position=8&pageNum=12&refId=ih9%2FnVFeSsdQw3QX87qcyw%3D%3D&trackingId=mf8kIOnhXWY1rEeTQAS2Gg%3D%3D,Pleno
Analista de Dados,Teclógica,"São Bernardo do Campo, São Paulo, Brazil",2025-11-27,"Junte-se ao nosso time como ANALISTAde Dados**!**Se você é movido por dados, possui perfil analítico e gosta de transformar informações em insights relevantes para o negócio, essa oportunidade é para você! Buscamos um profissional organizado, curioso e com pensamento lógico-analítico para apoiar decisões estratégicas e operacionais por meio de análises e visualizações de dados.Atuação no formato híbrido (4x1) no cliente em São Bernardo do Campo-SP.Responsabilidades:Realizar análises exploratórias e identificar padrões, tendências e oportunidades;Desenvolver relatórios, dashboards e indicadores para apoiar áreas de negócio na tomada de decisão;Apoiar atividades operacionais de menor complexidade relacionadas ao ciclo de vida dos dados;Dar suporte a projetos, garantindo organização, qualidade e consistência dos dados;Colaborar com equipes técnicas e de negócio para entendimento de necessidades e evolução das entregas;Contribuir para boas práticas de tratamento, manipulação e visualização de dados.Requisitos e Qualificações:Conhecimento em SQL;Experiência com ferramentas de visualização como Power BI ou Tableau;Domínio de Excel avançado para análises e manipulação de dados;Conhecimento em Python, aplicado a análise e tratamento de dados;Conhecimento em fundamentos de estatística descritiva, regressão, clustering e técnicas analíticas;Pensamento lógico-analítico, atenção aos detalhes e boa capacidade de interpretação de dados;Desejável experiência prévia em áreas de dados, BI, analytics ou funções correlatas;Desejável formação em Estatística, Ciência de Dados, Sistemas de Informação, Engenharia ou áreas relacionadas.Benefícios:🍽️VR e/ou VAdisponibilizado no cartão Flash (bandeira VISA), sem desconto em folha de pagamento. O benefício é mantido em férias e licenças.💰PPLR- Programa de Participação nos Lucros e Resultados.🏥 Auxílio Saúdecom a mensalidade por nossa conta.🎂Day Offcomo presente de aniversário.🏠Auxílio Home Office.🧘‍♀️Ginástica Laboralpara manter o corpo ativo e a mente saudável.❤️Seguro de Vidapara sua segurança e tranquilidade.⏳Trabalho remoto, jornada de trabalho reduzida e flexível.🚌Auxílio Transportecom desconto de 6% conforme legislação.😁Convênio com Plano Odontológicopara você e seus dependentes.🎓Auxílio Educaçãoválido para Graduação, Pós-Graduação, Certificações e outros cursos.👶Auxílio Creche.💊Convênios com farmáciaspara descontos em compras via folha de pagamento.🏖️Convênio com o Sesc, entre outros.🏋️‍♀️Plano básico para incentivo a atividades físicas: Um plano para que você tenha acesso a atividades que promovem seu bem-estar e qualidade de vida e você poderá estender aos seus dependentes.🩺Assistência médica online e gratuita 24 horas: Consultas médicas, psicológicas, nutricionais e outros serviços de saúde para cuidar de você por inteiro;✈️Benefício de viagens a lazer: Descontos em passagens aéreas e hospedagens, facilitando o planejamento de viagens a lazer e promovendo o equilíbrio entre vida pessoal e profissional;👨‍👩‍👧‍👦Empresa Cidadã: Licença maternidade e paternidade estendidas, além de presente para o bebê.✨Não perca essa oportunidade e venha fazer parte do nosso time✨Valorizamos a inclusão, e todas as nossas vagas estão abertas a pessoas com deficiência!",https://br.linkedin.com/jobs/view/analista-de-dados-at-tecl%C3%B3gica-4347840137?position=9&pageNum=12&refId=ih9%2FnVFeSsdQw3QX87qcyw%3D%3D&trackingId=dDwuyO9X%2FeTdp8%2Fm3u3T9A%3D%3D,Outros
Analista de Dados Pleno,Solví Soluções para a Vida,"São Paulo, São Paulo, Brazil",2025-11-11,"ASolvíé um grupo empresarial presente no Brasil e na América Latina, com mais de13 mil colaboradores, oferecendosoluções sustentáveisnas áreas de resíduos, saneamento, água, e engenharia ambiental. Atuamos com foco em inovação, excelência operacional e responsabilidade socioambiental.Se você é apaixonado por dados e estatística, temos uma oportunidade feita para você!Buscamos umAnalista de Dados Plenopara atuar de forma estratégica na área de Engenharia de Dados e Analytics.É uma posição com grande visibilidade e impacto nos resultados da empresa, ideal para quem deseja liderar iniciativas de análise de dados, criação de dashboards e participar de projetos de evolução contínua.Responsabilidades e atribuiçõesExperiência com análise de dados;Desenvolver consultas em SQL, Python, PySpark ou outras ferramentas de ETL para extração e transformação de dados;Integrar e gerenciar dados de várias fontes, assegurando alta qualidade e consistência;Criar e manter dashboards e relatórios (Power BI, Qlik Sense, Tableau ou similares) para gerar insights estratégicos e apoiar a tomada de decisão;Implementar boas práticas de segurança e governança de dados;Facilidade de comunicação e apresentação de resultados;Experiência anterior em áreas como Tecnologia, Matemática, Estatística, entre outros;Vivência com projetos de estruturação da jornada de dados;Trabalhar com times multifuncionais para mapear necessidades de negócio e traduzir em soluções através do uso de dados;Requisitos e qualificaçõesFormação superior completo em Engenharia, Matemática, Estatística, Ciência de Dados ou áreas correlatas.Proficiência em SQL e experiência em bancos de dados Relacionais (Oracle, SQL Server, My SQL, entre outros);Domínio de ferramentas de visualização de dados (Power BI, Qlik Sense, Tableau ou similares);Experiência sólida em extração e manipulação de grandes volumes de dados;Familiaridade com boas práticas de documentação, versionamento e metodologias ágeis;Necessário ter habilidade em análise de dados, com foco em geração de insights, além de experiência em implementação de melhorias;Excelentes habilidades de resolução de problemas.Informações adicionaisVale Refeição;Vale Alimentação;Assistência Médica (sem coparticipação);Assistência Odontológica;Seguro de Vida em grupo;Programa de Remuneração Variável;Previdência Privada;Auxílio Creche;Parceria com TotalPass;Translado das estações Butantã e Pinheiros até a empresa.⏰Horário de Trabalho: Segunda à Quinta das 08h00 às 18h00 e Sexta das 08h00 às 17h00 ⏰📍 Bairro: Jaguaré - Modalidade de trabalho 100% PRESENCIAL",https://br.linkedin.com/jobs/view/analista-de-dados-pleno-at-solv%C3%AD-solu%C3%A7%C3%B5es-para-a-vida-4339935183?position=1&pageNum=15&refId=SVSmKeTZn5G%2BFHokVaJn4A%3D%3D&trackingId=JMlTQNIDHvtglcQ8MQ4rcQ%3D%3D,Pleno
Analista de Dados,Dominalog Express,"Barueri, São Paulo, Brazil",2025-10-24,"DESCRIÇÃOSobre a DominalogSomos especialistas em soluções logísticas e movidos por um propósito claro: conectar pessoas e negócios de forma eficiente, ágil e humana. Valorizamos quem veste a camisa, faz acontecer e quer crescer junto com a gente.Se você gosta de gente, desafios e ritmo acelerado, aqui é o seu lugar!Sua missão por aquiBuscamos um(a)Analista de Dadospara atuar na área deLogística e Transportes, sendo responsável por todo o ciclo de dados da extração à análise e apresentação de informações estratégicas.Seu papel serátraduzir dados em insights, desenvolverrelatórios e dashboardsde desempenho e apoiar a tomada de decisão das áreas operacionais e de gestão.O que esperamos de vocêExperiência em Business Intelligence (BI) e análise de dados;Conhecimento em construção e manutenção de fluxos ETL;Desenvolvimento e atualização de relatórios gerenciais e dashboards;Manipulação, tratamento e modelagem de dados para garantir integridade e consistência das informações;Apoio à otimização de processos operacionais por meio de análises e indicadores;Participação em reuniões de acompanhamento e planos de ação, contribuindo para a melhoria contínua;Perfil altamente analítico, com facilidade para lidar com números e grandes volumes de informação.O que você precisa terEnsino superior completo em Administração, Logística, Engenharia, Tecnologia da Informação ou áreas correlatas;Power BI avançado (ETL, Power Query e DAX);Vivência com ferramentas de banco de dados (SQL);Excel avançado (tabelas dinâmicas, fórmulas, gráficos e cruzamento de dados);Conhecimento dos subsistemas de Operações Logísticas (transporte, armazenagem e distribuição).Diferenciais desejáveisExperiência prévia em empresas de logística ou transporte;Conhecimento em VBA e automação de planilhas;Vivência com análise preditiva, indicadores de performance (KPIs), Access, etc.).O que oferecemos🍽Vale Refeição/Alimentação:R$ 35,00 por dia🏥Convênio Médico:NotreDame (30% coparticipação, sem desconto fixo)🦷Convênio Odontológico:Bradesco (com e sem desconto)💪Academia TotalPass:disponível após 3 meses – você escolhe o plano🎉PLR:R$ 1.500,00/ano (em 2 parcelas – setembro e março, proporcional)🎂Day Off:folga no dia do aniversário a partir de 3 meses👶Bebê Domina:kit especial para recém-nascidos a partir de 3 meses👨‍👦Pai é Pai:10 dias de licença paternidade a partir de 3 meses🏅Prêmio Tempo de Casa:a partir de 2 anos de empresaVem com a gente!Aqui na Dominalog, acreditamos que o sucesso começa pelas pessoas.Se você quer fazer parte de um time que cresce com propósito e valoriza o que faz,inscreva-se e venha dominar o futuro conosco!Local de trabalho: Barueri, SPRegime de contratação de tipo: Efetivo – CLTJornada: Período IntegralÁrea e especialização profissional: Informática, TI, Telecomunicações - Administrador de Banco de DadosNível hierárquico: AnalistaREQUISITOSEscolaridade Mínima: Ensino Superior",https://br.linkedin.com/jobs/view/analista-de-dados-at-dominalog-express-4323960994?position=2&pageNum=15&refId=SVSmKeTZn5G%2BFHokVaJn4A%3D%3D&trackingId=L00o3LU5DSV5ldcaQVIH8Q%3D%3D,Outros
Analista Administrativo I - Same,A.C.Camargo Cancer Center,"São Paulo, São Paulo, Brazil",2025-11-22,"Tem vaga no A.C.Camargo!Você já imaginou fazer parte de uma Instituição com mais de 72 anos de história, que impacta a sociedade todos os dias?No A.C.Camargo Cancer Center, vamos além do tratamento do câncer. Unimos assistência, ensino e pesquisa para transformar vidas.Nossa missão é não só cuidar dos pacientes, mas também gerar e compartilhar conhecimento, oferecendo um ambiente de crescimento e oportunidades igualitárias para nossos profissionais.Contamos com um time de 5.000 pessoas que fazem daqui um dos “Lugares Mais Incríveis para Trabalhar”, segundo a FIA|Estadão.Confira as especificações da vaga e envie seu currículo.Junte-se a nós e faça parte dessa história de transformação.Você Será Responsável PorDesenvolver indicadores de desempenho (eficiência, qualidade, produtividade) para auxiliar a gestão na tomada de decisão;Levantar dados estatísticos e epidemiológicos que sirvam de base para o avanço dos pilares AC Camargo (tratamento, ensino e pesquisa);Desenvolver apresentações/dashboards que atendam os diferentes públicos (colaboradores, liderança, gerencia) e que contenham dados incontestáveis;Assegurar o método de extração de dados das bases por meio de modelos automatizados;Realizar levantamentos estatísticos com o objetivo de fomentar estudos para serem apresentados nas comissões de Prontuários e Óbito;Assegurar a realização de análises consistentes dos registros em prontuários de paciente;Validar a parametrização do cadastro de pessoa física no sistema de informação hospitalar;Direcionar e acompanhar o trabalho de gestão eletrônica de documentos;Acompanhar a realização das tarefas com o objetivo de prevenir falhas/erros nos processos internos.Disseminar boas práticas para o uso correto do prontuário (documentos);Conhecer os aspectos e impactos ambientais significativos, perigos e riscos não aceitáveis da sua área;Atuar na mitigação dos acidentes ambientais e de saúde e segurança.RequisitosEducação Superior completa - Estatística, Análise de dados, Administração, Enfermagem, Engenharia;Necessário ter experiência anterior em Serviço de Arquivamento Médico e Estatístico (SAME);Conhecimento de Legislação guarda de prontuário médico;Conhecimento de Legislação digitalização de prontuário médico, técnicas de arquivo de documentos;Experiência com geração de base de dados, elaboração de indicadores.Sua Jornada De Trabalho Será220h / SEG A QUINTA das 08:00 às 18:00 / SEXTA das 08:00 às 17:00Seu Local De Trabalho SeráUnidade Antonio PrudenteQuais são os benefícios?Assistência MédicaAssistência OdontológicaPrevidência PrivadaVale-transporteVale-refeiçãoVale-alimentaçãoAuxílio CrecheSeguro de VidaConvênio Farmácia.#VemproACCamargoVoltar",https://br.linkedin.com/jobs/view/analista-administrativo-i-same-at-a-c-camargo-cancer-center-4338209482?position=3&pageNum=15&refId=SVSmKeTZn5G%2BFHokVaJn4A%3D%3D&trackingId=9MYDprVyED%2B9Pmez%2BsQRSA%3D%3D,Outros
Analista de Dados em Saude III - Inteligência Analítica,Unimed Goiânia,"Goiânia, Goiás, Brazil",2025-11-19,"Liderar análises de dados complexas para gerar insights que reduzam a sinistralidade, aumentem a eficiência e melhorem a qualidade assistencial, atuando de forma autônoma na definição de métodos, soluções e apoio à decisão executiva.Acreditamos na diversidade, na inclusão e no trabalho feito com harmonia. Mais do que boas condições de cuidado com a saúde, desejamos também entregar tranquilidade, sorriso no rosto e satisfação a cada um que precisar de nós.Tem sempre uma nova oportunidade de mostrarseu jeito de cuidar de todos!#ESSEÉOPLANOResponsabilidades e atribuiçõesDescrição Sumária:Liderar o desenvolvimento e a aplicação de análises de dados de alta complexidade, utilizando técnicas estatísticas avançadas para gerar insights estratégicos que apoiem a gestão da cooperativa na redução da sinistralidade, no aprimoramento da eficiência operacional e na melhoria contínua da qualidade assistencial. Atuar de forma autônoma na definição de métodos, na proposição de soluções e no suporte à tomada de decisão executiva.﻿Descrição Detalhada:Guiar o desenvolvimento e a implementação de análises de dados complexos, otimizando sistemas de coleta e estratégias para assegurar eficiência, confiabilidade e qualidade estatística.Empregar técnicas estatísticas sofisticadas para interpretar dados, identificar tendências, padrões e discrepâncias relevantes, promovendo análises críticas de comportamento assistencial.Realizar análises aprofundadas dos custos assistenciais, propondo ações de melhoria que aumentem a eficiência operacional e contribuam para a redução da sinistralidade.Avaliar frequência e custos em diferentes áreas (internações, consultas, terapias, SADT, atendimentos ambulatoriais e de urgência, entre outros), elaborando recomendações de impacto estratégico.Estruturar análises abrangentes sobre o perfil da carteira, segmentando por gênero, faixa etária, titularidade, tipo de contrato, plano, modalidade de inscrição, receitas, despesas e sinistralidade, oferecendo subsídios para decisões de alto nível.Elaborar, monitorar e revisar o planejamento orçamentário assistencial, destacando discrepâncias e propondo medidas corretivas para alinhamento com metas estratégicas.Analisar detalhadamente custos e indicadores de desempenho assistencial da Rede Direta e Indireta, identificando comportamentos de custo e qualidade e sugerindo melhorias em processos e contratos.Realizar projeções de impacto financeiro e análises de despesas, com base em indicadores médicos e operacionais, identificando oportunidades de melhoria de alto retorno.Transformar dados em insights estratégicos e recomendações acionáveis, apoiando a excelência operacional e a melhoria contínua da prestação de serviços de saúde.Orientar, acompanhar e dar suporte técnico a outros profissionais da equipe, promovendo disseminação de boas práticas analíticas.Informar a gestão sobre ações, ocorrências e atividades da área sob sua responsabilidade, comunicando prontamente qualquer irregularidade ou suspeita de fraude;Zelar pelos equipamentos, recursos e materiais sob sua responsabilidade, assegurando a continuidade e a qualidade das atividades;Realizar outras atividades pertinentes ao cargo, de acordo com a orientação do gestor da área.Requisitos e qualificaçõesConhecimentos Necessários: Pacote Office avançado;Ferramentas de BI (Power BI, Tableau, Qlik ou similares);Domínio em Metodologias e Técnicas de pesquisa;Manipulação e criação de Base de dados;Indicadores econômicos, demográficos e sociais;Estatística;Analise de Indicadores;Elaboração de relatórios analíticos de pesquisa;Estudos de viabilidade.Conhecimentos Desejáveis:Análise preditiva de dados e projeção de cenáriosFormação Necessária:Ensino Superior CompletoÁrea de Formação Necessária:Estatística, Ciências Atuárias, Economia ou Administração.Formação Desejável:Especialização / Pós Graduação /MBA CompletoÁrea de Formação Desejável:AnalyticsInformações adicionaisConheça mais sobre a genteMissão: Promover a saúde por meio de serviços de excelência, gerando valor e satisfação para os médicos cooperados e nossos clientes, desempenhando nossa função socioambiental, com respeito aos princípios cooperativistas.Visão: Seremos uma cooperativa com foco na sustentabilidade financeira, e com a satisfação dos clientes, cooperados, colaboradores e prestadores.Valores: Ética, Transparência, Integridade, Qualidade, Respeito aos princípios cooperativistas e Responsabilidade socioambiental.",https://br.linkedin.com/jobs/view/analista-de-dados-em-saude-iii-intelig%C3%AAncia-anal%C3%ADtica-at-unimed-goi%C3%A2nia-4341890315?position=4&pageNum=15&refId=SVSmKeTZn5G%2BFHokVaJn4A%3D%3D&trackingId=9zrNdvpi3DlErT8DNN6yCA%3D%3D,Senior
Analista de Business Intelligence,dentsu,"São Paulo, São Paulo, Brazil",2025-11-17,"Principais atribuições:Consolidar, analisar e interpretar grandes volumes de dados para gerarinsightsestratégicos em mídia e jornada do consumidor.Ser o ponto focal técnico da agência em conceitos de Mídia e Pesquisa.Elaborar apresentações e relatórios com alta qualidade técnica e visual (Excel/PowerPoint) para times internos e clientes.Assegurar a organização e a gestão eficiente de todas as demandas e prazos rotineiro.Realizar e conduzir estudos complexos de Pesquisa de Mídia e Consumo - Capacidade analítica para estudo de Pesquisa de Mídia e Consumo.Manusear e extrair dados dossoftwaresda Kantar IBOPE (TGI, Monitor, MW, Instar), ComScore e Consumer Journey.Requisitos:Excel Avançado (Domínio de Tabela Dinâmica, PROCV, SE, etc.).PowerPoint Avançado (Capacidade de desenvolver apresentações com excelência).Forte conhecimento sobre os conceitos e métricas de Mídia e Pesquisa.Capacidade de realizar análises de dados complexas de forma independente.Diferenciais:Experiência com Pesquisa de Mídia (Monitor, TGI, Consumer Journey e ferramentas similares).Conhecimento ou familiaridade com ferramentas de Social Listening (Ex: Stilingue, Brandwatch).Conhecimento em ferramentas de Dashboard/Visualização de Dados (Ex: Power BI).Experiência ou proximidade com conceitos de Business Intelligence (BI).",https://br.linkedin.com/jobs/view/analista-de-business-intelligence-at-dentsu-4322848725?position=5&pageNum=15&refId=SVSmKeTZn5G%2BFHokVaJn4A%3D%3D&trackingId=byA7K3BTCn5ZQESNFF2c2g%3D%3D,Outros
DATA ANALYST II,Inter,"Belo Horizonte, Minas Gerais, Brazil",2025-11-08,"Vem ser Inter com a gente!!!Conta digital gratuita, plataforma de investimentos, shopping e o que mais a vida precisar. O Inter é isso, e é muito mais. A gente acredita que tudo pode ser mais simples, e que cada dia é mais uma oportunidade de fazer diferente. Se você também é assim, vem ser #sanguelaranja.Join us in Inter&Co!!!Free digital account, investment platform, shopping and whatever else life needs. Inter is that, and much more. We believe that everything can be simpler, and that every day is another opportunity to do something different. If you're like this too, come be #sanguelaranja.O que você irá fazer?Projetar, desenvolver e operar pipelines (batch e near real-time) com AWS Glue e Spark (PySpark), orquestrados por Airflow e Step Functions.Construir e manter fluxos ELT no Matillion para Redshift, incluindo jobs, schedules e integrações com S3.Construir e manter o data lake no S3 com Apache Iceberg (schema evolution, particionamento e time-travel).Modelar dados e publicar camadas analíticas no Redshift; manter e construir esporadicamente painéis no Tableau.Implementar mensageria e processamento event-driven com SQS e Lambda; garantir qualidade, observabilidade e governança.O que oferecemos?Vale Alimentação/Vale Refeição;Plano de Saúde e Odontológico;Seguro de Vida;Vale Transporte.Duo GourmetWellhub... e muito mais!O que buscamos?Experiência sólida em AWS: Glue, Step Functions, Lambda, S3, Redshift e Glue Data Catalog/Lake Formation; segurança (IAM/KMS) e otimização de custos.Orquestração com Airflow e desenvolvimento ELT no Matillion; domínio de Apache Spark (PySpark).Proficiência em SQL avançado e Python; modelagem e tuning de performance no Redshift.Vivência com Apache Iceberg e formatos colunares (Parquet); particionamento e otimização de leitura/consulta.Experiência com Tableau (datasources, extratos, permissões e performance) e com CI/CD/IaC (GitHub Actions/CodePipeline, Terraform/CloudFormation); certificação AWS é diferencial.#VemproInter!!!O Nosso time de Talent é focado em contratar pessoas protagonistas, atuando com paixão e mentalidade inclusiva, respeitando a singularidade de cada pessoa e oferecendo a todos os colaboradores meios para que possam desenvolver o seu potencial e protagonismo.O Inter é parceiro e está por dentro de projetos inclusivos, todas as nossas vagas são direcionadas a pessoas com deficiências.#ComeToInter!!Our Talent team is focused on hiring leading people, acting with passion and an inclusive mindset, respecting the uniqueness of each person and offering all employees the means to develop their potential and protagonism. Inter is a partner and is aware of inclusive projects, all of our vacancies are aimed at people with disabilities.",https://br.linkedin.com/jobs/view/data-analyst-ii-at-inter-4296481886?position=6&pageNum=15&refId=SVSmKeTZn5G%2BFHokVaJn4A%3D%3D&trackingId=3XkNRoLIWTi8gmU02PqBMA%3D%3D,Pleno
"Internship, Pricing",LinkedIn,Greater São Paulo Area,2025-11-26,"Company DescriptionLinkedIn is the world’s largest professional network, built to create economic opportunity for every member of the global workforce. Our products help people make powerful connections, discover exciting opportunities, build necessary skills, and gain valuable insights every day. We’re also committed to providing transformational opportunities for our own employees by investing in their growth. We aspire to create a culture that’s built on trust, care, inclusion, and fun – where everyone can succeed.Join us to transform the way the world works.Job DescriptionAt LinkedIn, our approach to flexible work is centered on trust and optimized for culture, connection, clarity, and the evolving needs of our business. The work location of this role is hybrid, meaning it will be performed both from home and from a LinkedIn office on select days, as determined by the business needs of the team.The Pricing organization defines how LinkedIn monetizes its products and services. We develop the company’s commercial model, improve pricing systems and processes, and guide decisions that drive customer value and business growth.As a Pricing Intern, you’ll support a variety of analytical, program, and operational initiatives across the org. You’ll help improve how we work, build scalable tools and resources, and contribute to projects that shape the future of LinkedIn’s commercial model. This role is ideal for someone who is curious, motivated, and comfortable diving into ambiguous problems. You’ll work with partners across operations, sales, finance, engineering, and data teams while gaining real experience in both program management and technical analysis.What You’ll Work OnSupport multiple Pricing initiatives, coordinating stakeholders, organizing workflows, and helping track progress, risks, and milestones.Work with foundational data tables and write basic SQL queries to support reporting, insights, and automation opportunities.Develop and maintain team resources and processes, including documentation, dashboards, internal sites, and enablement materials for easy self-service.Use and develop AI solutions to streamline workflows, reduce manual work, and create scalable solutions across the Pricing org.Complete a final capstone project demonstrating how you applied data, automation, and/or AI to improve a Pricing process or workflow.QualificationsBasic qualificationsCurrently pursuing a Bachelor’s degree in Business, Economics, Data Science, Computer Science, Engineering, Mathematics, or a related field.Experience working with SQL and foundational data concepts.Experience with Microsoft Office and Google Workspace, including Excel/Sheets.Business Fluency in English.Preferred QualificationsExperience working in a dynamic or cross-functional environment.Familiarity with data visualization or workflow automation tools .Ability to manage multiple tasks at once with strong attention to detail.Natural problem solver with a bias for action and willingness to work through ambiguity.Interest in operating at the intersection of analytics, program management, and process improvement.Comfortable working with quantitative data and organizing large amounts of information.Suggested Skills:Cross Function CollaborationProblem SolvingData AnalyticAdditional InformationGlobal Data Privacy Notice for Job CandidatesPlease follow this link to access the document that provides transparency around the way in which LinkedIn handles personal data of employees and job applicants: https://legal.linkedin.com/candidate-portal.",https://br.linkedin.com/jobs/view/internship-pricing-at-linkedin-4338949478?position=7&pageNum=15&refId=SVSmKeTZn5G%2BFHokVaJn4A%3D%3D&trackingId=fg6CiPC6jvmlFMswTy04bw%3D%3D,Estágio
Estagiário,Publicis Groupe Brasil,"São Paulo, São Paulo, Brazil",2025-11-20,"Descrição da empresaAgência que dá nome ao grupo de comunicação mais valioso do mundo, a Publicis Brasil atua sob a filosofia do Lead the Change, Love the Change, levando a seus clientes soluções de comunicação e negócios que contribuem para que estejam sempre na dianteira do mercado. Eleita por duas vezes Agência do Ano no Caboré (em 2021 e 2016), a Publicis atende a algumas das marcas mais relevantes do Brasil e do mundo. Entre elas, C&C, Carrefour, Disney, Grupo SEB, Hershey’s, Honda, Invisalign, Medley Institucional, Nestlé, P&G, PicPay, Puig, Sanofi, Tiger e TikTok. O compromisso com a excelência no atendimento aos clientes e a gestão de pessoas fazem da marca Publicis uma referência no Brasil e no mundo.Descrição do cargoEstamos em busca de uma pessoa estagiária para atuar na área de Operações, com perfil técnico e visão de negócios. Essa pessoa será responsável por apoiar análises, estruturar dados e contribuir com melhorias nos processos operacionais. Procuramos alguém inquieto, curioso e com vontade de aprender e crescer junto com o time.ResponsabilidadesRequisitos: Cursando graduação em Administração, Economia, Engenharia, ou áreas correlatas (a partir do 3º semestre); Excel intermediário/avançado; Boa capacidade analítica e raciocínio lógico; Comunicação clara e habilidade para trabalhar em equipe; Inglês intermediário será considerado um diferencial.Perfil desejadoPessoa inquieta, provocadora e com visão de negóciosProativa, colaborativa e com boa capacidade analíticaInteresse em aprender e se desenvolver em um ambiente dinâmico e construtivoQualificaçõesApoiar na análise de dados operacionais utilizando Excel, Power BI, SQL e PythonContribuir com insights e propostas de melhoria nos processosParticipar da construção de dashboards e relatórios gerenciaisInteragir com diferentes áreas para entender demandas e propor soluçõesAcompanhar indicadores e apoiar na tomada de decisãoInformações adicionaisAdditional InformationUm pouco dos nossos benefícios:🌍Modelo de trabalho híbrido;📇Assistência médica e odontológica;👨🏾‍👩🏽‍👧🏽‍👦🏽Auxílio creche;📝Seguro de vida;💳Cartão flexível para alimentação e refeição;💵Auxílio internet;💰Desconto em farmácias;🎈Day off de aniversário e day off de aniversário de filhos;💻Plataforma para desenvolvimento de carreira e educação;🏋️‍♂️Plataforma digital para apoio à saúde e bem-estar;📱Plataforma de telepsicologia e acompanhamento nutricional entre outros serviços.",https://br.linkedin.com/jobs/view/estagi%C3%A1rio-at-publicis-groupe-brasil-4311691506?position=8&pageNum=15&refId=SVSmKeTZn5G%2BFHokVaJn4A%3D%3D&trackingId=%2BAoT7R%2F85WV98trovf0%2F0A%3D%3D,Estágio
